square_feet,num_rooms,age,distance_to_city(km),price
2305.8381444204338,3,11,13.139834593270804,332322.5301399149
2515.499761247976,7,56,29.618082594879063,300595.91684571217
2465.6400595580994,3,65,9.274261477353084,304281.6974434131
1580.391238388681,4,11,16.411669887896842,212217.12754020464
1845.3938120743928,7,26,22.553880330593447,276585.51890346594
2165.631715701782,4,45,1.3914208556438492,368580.211336215
2487.77256356118,3,6,27.112747228350667,291593.7643135098
1760.412881077355,4,60,12.209955357023215,224250.89580684016
1907.1705116680916,4,57,26.204363614618483,173556.55139946484
1446.8325129969858,4,57,2.129482108084863,219390.3297660288
1401.8966879596646,5,12,5.2242430040466,290048.10560011526
2406.262911197099,7,52,10.353354179849218,412020.7071372027
2678.120014285412,7,99,11.018391418835083,428531.6434019573
1963.994939209833,7,64,25.58603246781248,254880.36451019763
2501.766448946012,3,48,1.324832346258821,370672.5191744584
2180.818012523817,6,34,19.592241517620707,297068.4681082652
1677.4401226974378,3,93,4.808060649177958,213634.62037295825
2180.697802754207,7,94,24.873253870620434,232438.66337382665
2769.0182832329847,2,16,23.578624712779455,337654.3526514919
1982.086980445024,4,71,15.497709794924818,213626.2182142773
2782.321827907004,4,66,7.16792953985888,402491.79416250176
690.1274479551278,6,9,19.40036633800113,96322.26120593627
2410.951252187612,2,33,5.531491212071724,356582.9388544248
2043.5235341190853,5,85,6.51068998518695,264301.6470817431
1850.4963247670664,3,3,19.17400716453537,244163.5594825171
2045.8803882677512,5,95,29.745624936570103,159197.13487277192
1006.2155426995536,2,28,26.84076428032384,30764.638747839028
1890.164056081244,6,45,18.200113372826635,259607.9648648208
2178.556285755873,2,74,16.61756629425529,201310.4124446847
2738.947022370758,6,45,29.95316152023515,339171.8698346334
1740.8648908631762,5,76,16.874517281382918,180714.3796607648
1595.7531985534065,5,58,13.183379136823874,195285.642865558
1749.1214782077318,2,60,27.377110537484903,98311.679050967
2457.701058851037,2,67,7.791344580209359,294749.0331322286
2164.3755548298423,4,65,3.82825371860746,300407.1353553515
1735.1198981164807,6,33,19.38861099649308,268809.2235933
2256.633716556678,4,85,3.779639379293721,307907.392218401
2048.5387746740203,3,4,11.821307571635844,299641.0342830016
2484.3224952664445,3,8,13.283744181869896,331679.08686122624
1648.973453061324,2,19,16.87860394442776,225385.71532930213
1836.168926701116,5,20,29.75812682669091,255176.0527828111
1803.9459234339213,3,16,7.408469976662243,261941.56706369
1268.242525933941,3,11,11.896934976700448,204273.4316299708
2148.060138532288,4,91,4.834963607909083,285197.935065546
2130.5276360899447,4,81,18.620792254963806,257550.5759949348
2002.5567283212304,3,66,22.10252228692717,190595.5595415564
1882.7064333124265,2,4,14.980227873840487,245500.06900300956
1292.3146289747929,4,59,8.12910678040916,124216.26965180151
1789.6773386173204,3,52,19.00575980627068,163850.68229271096
1828.6427417366156,5,51,16.635573977696637,240528.95476350797
1598.8613653891905,4,77,5.964385978707814,216980.5999689191
1919.3571441669956,3,47,12.764775114561775,212783.02177349268
2202.0254284072694,6,89,13.620715657420654,278624.80540046154
2943.0929506052653,4,18,29.495914859371556,367053.3086389484
2087.2889064159194,6,16,25.62928913251013,261282.67570517008
2128.775195361382,4,53,22.29675285993422,237507.109479007
1962.7770421169164,4,67,26.774533739585475,198302.9582493912
1040.6143923504792,7,34,22.329047769032734,158156.3125896446
1986.743062275392,7,87,27.198653798646266,221727.92521139697
2030.115104970513,6,40,2.5820403315057314,331204.0351044931
3231.621056242643,2,12,14.22592006874058,425175.3025643356
1903.819517609439,3,32,22.66005172201317,241356.70570317077
2150.7736711668063,2,14,17.915578101690393,247054.9218156504
1982.6441151473784,2,62,6.079818760372813,270287.04766118404
1415.660981190234,7,14,10.874270509327491,271760.976844772
2571.4114072575103,3,30,10.215456875774048,359078.01667956705
2375.966516343387,7,27,8.579060482345744,436811.4119468497
2395.5159735215234,7,9,10.950931051905016,437586.6010885836
1545.3062726026303,7,56,15.930745365372507,243772.46308355365
2701.3971554680497,5,70,25.791201718715005,289885.75963209267
1299.0744686038595,2,32,22.518947209418933,67541.03045410919
2293.428546900135,2,6,25.222241416470776,234185.6426648564
3095.227812904989,2,4,26.624508592329505,356515.2661448535
1504.7318374346555,5,89,13.068363226830613,166782.3318398971
1716.851135198614,4,79,11.034762236775668,224099.36670871015
2049.8256825438207,6,56,2.6710780688406928,359865.2911578706
1748.2621729419004,6,71,27.984257034416597,181009.98281937375
1224.6682844669335,5,85,2.908867520206174,186987.92532061177
2034.2814874030137,2,97,22.49292994574364,113368.88831115833
1468.8481431369476,6,39,11.965140829502028,241846.90784314496
2236.796215317591,5,27,28.5146424604764,268561.86219908734
1540.2878828830983,7,35,13.16845860708974,285399.35382384225
2774.96720250877,3,55,24.681642189286777,276465.1080370123
1608.3733538318816,6,46,9.19699013274662,228462.83510808187
1838.9692418971624,3,70,9.673572800071554,221002.7985876265
2406.758608684835,2,39,18.27006288647459,277740.4769021199
1384.5678417830222,6,58,29.94149637751674,116389.99825352873
2113.729967302065,5,42,16.009600121396694,295571.91250286205
2653.571377141214,4,91,28.152950455405424,263846.401865811
1196.2583827193862,6,65,23.801245019213106,106256.42078129224
2092.3169292661523,6,8,24.080065111139813,299874.3969910522
2129.941397124212,6,5,13.64283968473416,367857.7400372376
2390.9114358886554,6,64,12.209725255011218,329191.7955248553
1381.5246445609591,5,2,6.565732434633646,269362.09001002053
1339.7716934578618,5,73,28.954296742525955,81919.40395936537
2260.970782808449,4,36,28.82241476087078,271774.38790331886
2148.492336616593,5,86,22.6649642949953,216986.71586494325
2125.2464251729384,5,32,9.591321045727415,342830.5833461931
2173.224104748488,2,8,8.110206669926182,335804.9344704371
1659.9876392107549,2,52,29.66969702922193,71899.96622929501
2116.1268485805017,3,76,2.9297416381371475,314285.12683391286
2146.5362366493405,4,91,25.46336447209796,218941.0177780568
1642.824290986816,2,50,11.308282013991766,179304.3078250901
2932.8872555723783,4,70,13.147221872089396,373408.45774622215
2236.9164604558937,4,25,25.12735181371628,297443.0984876104
1404.3482513986755,6,15,3.627487464155383,313427.4178443873
2328.276804316915,7,39,11.270920677087458,395526.3013553767
1512.659164886339,7,89,28.60870403791762,163392.2309356769
2393.542301871226,7,50,21.272911470366434,369086.6316998381
2579.297789503702,4,38,22.893235779370823,307703.3504495367
1589.6588408241448,6,54,22.96765372770881,194585.15455106064
2481.6880646221607,3,95,2.756532411754391,335006.3973930713
2206.390463468249,3,35,6.893020204552503,322068.0690952318
2411.030079997245,7,64,15.246634426355142,333603.9280497255
2948.396491326974,3,84,11.67635674178588,341112.49991615175
1877.3059419985648,6,76,12.916456500852751,233848.35308631643
1623.1319178212552,7,89,23.661973980144506,186018.40383294583
1555.2427851872385,6,44,1.4256978169643229,278470.88235078927
1592.0948575172808,3,8,20.154265863315924,193891.26072736108
1961.449145292948,7,36,1.0031967222528513,429839.464708181
2170.575987408322,6,86,2.828697241711067,373998.31560093584
2138.3453996650096,5,0,12.840297475291097,319801.9896346164
2413.591624518012,5,65,25.387507074339823,244527.1788905825
2006.5009459389532,6,62,5.204877201369354,317420.427400399
2726.7670385786587,6,42,17.084020864729737,378214.4776787628
1867.671583381022,2,27,20.67665157797558,156691.19207084074
3360.0845832948094,2,99,7.656453640992656,406513.61249475327
2312.8336738825037,4,30,15.857577402817906,331739.17505661724
1571.421221791859,7,68,27.430811211007576,189639.8079881987
1464.553750969444,4,88,15.85462723560045,122920.40305253814
2241.2362076215927,4,7,5.562368791841792,375935.51317771815
1888.2686073370744,3,33,19.2066146039388,221320.76298336237
2357.000247046046,5,48,18.17380522024691,312511.2997188893
2236.6188122867725,3,95,1.7816880341458057,307796.51719420287
1963.5855436715635,7,57,3.627237766679432,368008.9399740276
1576.6031409657976,6,74,5.546659299089312,247231.0861791425
1242.5763876570677,2,46,4.952383249294227,118491.81566902016
1776.7425239664894,7,24,8.524507346267061,369869.473973278
2428.199397161736,6,2,14.169054373831472,397662.9919162166
2107.046872065102,7,44,11.779772639070549,360309.3405290177
1377.130610644006,6,51,26.82884685073331,103093.52396855246
2086.590462925591,2,95,18.751172872783776,164006.37340720365
2192.658689864418,6,98,26.40818614889345,220863.11195243947
1558.0712818994334,4,95,16.284140422610367,140262.0316228164
2076.862552972764,7,33,3.6062436499908586,460774.0303503202
2029.104359223,2,68,14.43533602292661,191566.60629294824
1428.5148510846884,6,91,24.838943858428586,135495.7929096942
2178.893680174141,4,91,6.629009247846135,293153.65483107814
2280.3922631841174,4,7,3.645214083826843,383259.98920513166
2541.5256215876384,5,26,10.553607411809542,418574.1942427167
2526.9010260174514,4,79,12.278037088564048,315358.5497211814
1311.1653160214546,3,62,9.881472615771228,162772.29867589645
1531.0874800424383,2,81,4.921982783112124,203272.46055923947
2257.51763360433,2,24,8.27435593192972,316271.8431936829
2256.8929754561045,2,57,20.7861897334612,211980.49306974068
2257.523843153024,6,47,12.191926972501754,371700.06528665306
3926.365745327361,7,0,19.34393389393812,660168.2556481003
2285.4452553465835,6,7,16.55280961764324,355387.5894259303
2567.7828200902995,3,20,16.9225352558724,331495.60494342144
2477.0008817466014,7,97,8.207937180486084,387018.911796385
2325.6956256528997,4,87,16.124747950277268,258589.9638882542
1842.3653776798271,6,89,1.6842467020328515,279846.9328820741
2379.4846102466336,7,77,13.52056852742286,363133.7454577887
1613.587392731214,4,28,17.60606187250754,219437.5938612799
1881.590696629996,7,29,6.27787301926917,355161.524280214
1757.3182260854485,4,2,8.44019668121959,300623.72581334406
2040.9370696931608,7,6,7.366399574652963,391777.10120178695
3157.329283336754,6,99,3.0461807026973013,457463.7404687872
1066.367403704126,6,10,11.087862313062612,204574.5068577421
2343.1300951872568,3,31,29.39000722710625,234998.1251460754
1193.642064405174,5,58,11.262531787444692,135231.8662941667
1764.0340671052832,2,11,14.355562033272294,213347.04127438783
2544.475298483683,6,78,19.93953027773488,325730.2459957329
2032.1400095477316,6,37,19.806434783904106,312682.0257151365
1461.127611035347,4,23,28.5469544205401,127182.52245659092
1642.348145370016,5,64,25.869360071574636,128087.37444544485
2339.798874467338,6,17,24.024569926049416,329653.78128589905
1634.8166841414318,7,45,28.59718954757101,185905.1688015579
2108.2292947909878,5,55,7.692196179011977,333816.9844247355
2022.7859199519069,2,62,18.894571644031984,180186.9232453815
1674.1998261970914,7,6,26.72870623494253,197275.11032326563
3071.972044662663,4,65,19.100006590064957,454128.2637730307
2316.9595111590056,3,39,29.345193763599216,224665.22368767337
987.4287066711964,7,53,3.910228703284991,217346.9926904261
2093.227157384714,2,30,13.740584581002809,224452.95126275235
1669.106767615806,7,96,29.34352432935045,118357.0081763864
2426.216667398112,5,51,12.007472828527847,351056.1568136169
1603.7396307836498,5,93,22.447134877879822,142048.69687438113
1942.6317792665504,2,30,1.881684131280826,306028.6290171135
2252.4936394902284,5,33,21.15027632427908,303871.4174485041
2432.8775970850606,7,6,28.10417524329977,334691.9192828975
1399.8517964721118,3,88,12.09848227051008,71396.02593666539
1832.7493820795255,7,15,1.6176952998809546,389819.48382496
1762.5273444195218,3,21,1.809384327469032,283652.6866134006
1673.335383713144,5,99,26.868675865621583,92405.49374661793
2882.7271201405483,7,52,21.952967105791597,427205.3969742369
2202.490855480478,5,90,4.093905142570815,288392.56762561784
1369.5580228324775,3,16,2.5831180344847,248857.49004157985
2458.930973527388,5,3,24.339935544848903,315937.20880451414
3061.078098506317,6,60,24.48595835135541,399413.6967308371
2516.2326302755737,4,98,4.495133353969421,355638.71421186137
1240.3150170229933,7,85,9.744091712770466,185568.1276775512
1757.8829635668744,6,51,23.6207558726428,248377.0618619536
2633.455574593311,5,34,16.236950057666185,418191.31241253583
1646.1652671906097,5,43,28.74096096103368,164963.48527381613
2221.909714073114,4,14,14.950816715034144,335360.0809476019
2387.3170267146684,5,60,20.631780189399866,316152.8303865313
1536.5347642109589,4,43,15.783717606505942,199450.1540488239
1970.2373219691,7,20,28.345999374866327,282550.4657730043
500.0,3,76,12.561113669960656,-14286.956405325038
1487.8061793328552,4,46,7.664097200179401,185103.317395477
1873.71592430342,4,74,10.472381948148804,206893.57063977944
1376.1084090175752,6,48,25.73048092079165,197411.2039239084
2816.2056519658177,5,52,15.440218341851867,399678.9352417133
1284.9293110196836,7,26,11.273316801564931,245459.14301730125
1779.977756651508,3,30,16.783540632475002,238345.50551770936
2065.3702886430456,2,43,4.863661511028429,267498.0762840781
2720.6366445330577,4,31,1.1554198341422866,462980.562857511
1282.0689244102805,2,29,9.136955827111231,159169.40019718665
2581.58187607748,5,17,18.545165873722727,386712.0020650805
2005.1165305097936,4,62,21.63874232018023,203845.5705896908
1509.2456744760243,2,15,24.971718024207032,107234.37490456089
2231.0517371316355,6,34,27.87324322243962,264834.1229947544
2099.529847786735,2,61,12.951258061978274,213495.50281291292
1699.8915614206026,6,8,22.474987187166185,254549.39203081635
2034.9010424950093,3,61,3.1655149757438137,257284.8778860535
1807.34320156912,5,38,2.6683699643903225,294811.0581129745
2056.758672625624,7,50,4.619141767598541,378128.57800643495
2331.0653372605234,2,9,14.008503837092109,308063.7805153397
2793.008408072676,4,51,7.127161716463748,416120.0833137167
1381.0922505865756,5,11,9.32082331619666,248658.8503203409
3066.516687328133,2,71,19.78852503185678,380413.8820777004
1023.9561002387492,4,61,11.397143185282534,118142.46778921716
1924.1074524822084,4,2,17.163775173822643,273215.64901347255
2294.1586032422883,7,82,12.959708945361175,339347.8814667676
2140.495933867516,7,10,5.900108410074767,441972.9488799602
1688.6502400897032,4,7,3.1465797174209293,309572.0696388016
1895.9388748213623,7,89,7.850713363986747,309831.8315759955
1753.4995326705837,4,22,2.673313615240286,315579.28111243044
1705.3176215278943,2,9,18.9397468368044,186290.5975083093
2424.8010485105124,3,17,24.07581044251691,288558.6210416314
2178.507742982524,7,75,10.852482278884624,369492.192336797
1653.545202369673,6,38,12.226220605218389,273762.2432301183
2449.799937716625,6,25,24.669540820019893,319401.8660739729
2153.649760438305,6,10,7.455774458833249,389378.383228922
2406.43105941948,3,9,4.455647690651352,347401.4754650091
2314.8144209618063,4,2,15.532425402601508,350308.010266321
1585.502494538964,4,61,19.73951491646388,184369.04647418144
1719.9094799015152,5,70,18.389978326347897,169208.41499081068
2373.646802561631,6,60,21.702318312951245,310530.0835096494
2305.1851327167324,6,3,2.6457842830176928,469257.4846098072
1989.549203017926,4,60,13.417846769992812,273165.9192666545
2058.663691654391,6,7,7.9185451944251,407802.8512215498
2638.832447894212,4,12,23.0145165268347,311387.20792304823
1704.214305582085,4,11,26.30918403775014,203184.84474079823
2273.548690585019,7,34,9.158736483386033,371127.3174689306
1898.903673783053,4,53,3.76132429301284,273062.2868709443
1891.15939838639,2,50,8.34941089775051,248349.3004613761
2549.388425993595,2,42,4.016246182708671,363487.9754225282
2412.708174494015,2,99,10.35024281729016,265681.73357243894
2406.754818000319,2,65,16.607758771332946,234392.0967473492
2652.7394035771645,3,14,29.23674767754799,327199.2343520922
2010.5019208163797,5,48,12.581737376189398,304433.2799183309
2340.976485647482,5,33,7.3811577917840125,399026.6462740715
1844.866621703272,4,38,5.837250470754217,267940.405379417
2162.083176244221,6,25,6.018153218021604,412649.7351507776
1934.9284728161576,2,68,6.585332814582317,222989.37531670395
2048.497982496359,5,47,23.105743653585964,232521.4537036162
2297.5785127184568,5,88,2.769803631540177,355297.02955098083
1590.8896583832638,2,50,29.92467850134799,90674.2917465084
3046.19363784273,3,97,16.157905343821575,322203.1420021549
1496.991309250149,3,3,16.783884934723943,238755.2919177531
1392.9056936061338,5,97,11.36935248228854,191376.1031572728
2579.055436750034,3,26,21.01740542295149,327871.99121398304
2395.831346981468,7,41,14.672233885543132,393621.6010741383
2312.0599085260774,2,55,10.542777263971944,285690.8244842578
2314.17275463214,5,92,8.689013707533244,280680.9121367813
1993.8766135765427,2,68,27.843885001064525,134118.21478958803
1551.3728142570842,3,17,9.438695936520189,230503.27409387668
2037.9022790968631,2,60,13.655404523465418,205888.08552243476
1661.4191442439442,3,3,11.15990066137758,244226.38488967204
2487.559866708876,3,0,3.4991859954130424,368012.2021349567
1926.4713092489308,2,49,6.392097439985746,226064.75058491103
1587.2514016037442,3,83,6.495557284465079,201046.44964838203
1839.3070791735036,7,69,21.11583591729999,275940.8203223128
2206.4657271378123,4,19,12.790976889008466,309147.3609197141
1718.1377235980126,2,19,23.6770593290491,163992.33499397515
1588.8898022167843,4,45,21.55957680569055,187503.23289201123
2121.843605745956,2,26,6.569443225485092,289025.0242165729
2122.4832855543614,3,25,17.324590683482917,280274.502960432
1746.5284123144352,3,31,22.54435653541528,177581.6852584857
1764.4808471908386,5,9,19.358244780795967,282688.9429431529
2116.0249686788184,7,81,18.400478734551445,258752.3368356931
1275.957829251338,5,11,22.448715734622272,146058.56313923624
1296.2681128117224,4,73,2.6466414384329,193797.7931084501
1640.777889373782,3,87,22.211236473481552,109984.62303666829
1893.2764241440764,5,23,8.907002631449423,315329.9725344978
2155.4537827990025,3,50,17.58429538077127,256913.2737200837
2737.678108474776,2,37,8.026844846198717,354904.5007490681
2428.8298116010096,5,45,25.32570959399829,265307.21153773146
1920.0307350182864,4,88,14.936221274721923,195321.3417185588
1990.491896048656,5,7,19.64529514872452,285581.7374897138
1498.7353176810957,3,54,24.028379260825115,104993.45772688056
1990.743432003805,6,77,26.96414239706957,232171.7170423005
1855.6706805399308,6,30,22.22980081501089,272609.9429419194
2161.3592801690447,7,87,5.314288709521766,361297.2458608564
1586.3845282238383,3,15,25.781438717987808,158490.47753622296
2259.673257120586,2,19,18.93875956009968,256573.4216532784
2766.369456501289,5,37,18.674042993027932,367506.3003743848
1945.6199257715712,6,14,27.718876234342726,235305.4592801816
2200.8558610494706,2,77,8.216115114310611,238157.66657645404
2345.0719958555565,3,75,7.948040936326966,296162.1549294789
1799.389764057082,2,33,15.882613086153894,174395.7151741395
2112.0462409052084,3,71,22.775028929511087,195322.186642958
2006.2962003908972,7,18,13.969980538626766,349205.7648207879
2048.838049274416,5,68,19.382850306879664,234465.4876259
1613.4951080722667,2,90,14.123217002458846,144638.83922277848
2012.2550871294716,5,62,18.70122823412209,197119.7494543556
2248.999145622725,2,76,24.845606775797624,169447.24705872202
2725.571803897521,3,31,6.2338241866367765,359617.9007388547
2479.6354130426034,3,94,21.16597748617354,236886.67798411165
3076.5912287557785,2,36,23.835346440807317,361555.5837733087
1616.3262185559752,7,65,13.966230816971692,220595.6546142618
2436.1603183603397,3,6,10.373773734967774,343094.0274013842
2091.671002869176,4,47,1.3927853938076602,305820.72682712896
3094.901466608836,4,10,24.11604564768871,414927.8316071452
1595.8508573224242,5,74,10.510221112043654,206010.7575140648
1580.139078909612,4,86,11.361974612833457,168637.89416444264
1700.303677277989,4,30,10.744178729865556,243965.2251526529
938.0521378450964,7,43,15.463440593557806,140918.63642161663
1737.1224891596194,7,44,21.37248762335324,272343.4157350974
1620.433669223151,6,71,23.384030799014816,180591.7099910311
2075.196893238104,6,55,12.38455089169159,290663.50879170554
2170.87798788858,7,31,20.229959016309905,319470.9667850875
2938.085419607943,6,20,21.89984325786814,413772.22116250126
2475.211919093025,7,30,9.610602618644064,461347.3328401948
1711.5481721687984,6,0,3.802022616575705,371946.49819609855
1550.792664325821,3,76,26.94530589868941,79362.581016975
2245.9595857532527,7,10,20.636363181666194,397856.5456537341
1339.883396489679,5,92,19.79520185741245,139047.3720903733
2915.7293829271766,5,67,2.708172941147361,452204.32485050434
2589.7200603606434,7,35,24.718318667613868,361655.10927355103
1765.4121739476475,4,78,17.41557052649554,172486.69434172247
1143.4327354545612,5,58,25.58864810220942,66516.73788775847
2676.9361870827065,4,66,29.26227432836608,303908.5453899188
1942.730077373691,5,55,28.75590930552702,172501.71501724102
2618.908155986731,2,50,25.826591045316015,271069.3544799783
1202.7861706028166,2,28,1.317473841109698,199641.4190030506
1700.3124885231136,7,84,26.68608903887174,171519.10851963703
2002.6218498590915,5,1,3.17680710100172,419710.14404714416
2023.490296882371,3,5,25.68462513512625,198918.49243509385
1774.9672642603782,4,30,9.125047989737086,269026.0236707935
2311.424966173749,5,53,18.69198181746766,290473.032539914
1466.1897853087028,7,87,2.1039787033465105,281620.4372849899
1928.8102574893533,4,39,23.36426918742861,220571.50997376328
2060.1478158559494,6,16,4.239477544756173,357278.8810812817
2257.2194170293747,7,4,12.909956978597384,434822.71653634834
2355.807439044445,5,1,24.70593406743374,338550.67997798946
1437.6789540810655,3,57,21.16512089874172,92116.40137919266
1232.9429146321888,6,11,1.1752382088839404,281071.66405468073
2638.8384109492545,7,4,12.687937701733915,442388.37483427697
2166.157005989796,5,59,2.2158979919707327,351427.3004262862
1625.756731721723,2,40,20.531495963735605,144208.38928677692
2775.5759877612613,5,19,29.09950626084632,345145.9236872786
2057.837317146429,2,71,20.002576606722016,168653.42454089728
2589.6485920319133,2,0,7.506800502409118,358658.4789117178
2033.7592407050545,7,55,11.301757929929662,340299.9256861741
3030.3739624409936,5,69,29.322866114095564,300452.67185841216
2877.6704212216023,5,55,7.497519948938152,439784.5538032949
1875.5179257604632,2,53,17.28434311857884,145922.85679052607
2485.785475477178,4,10,12.613160451770597,380812.1168724494
2322.6879747925736,6,2,23.281143639918422,349875.09792753897
2684.3157787661744,3,94,26.15428888741673,245942.8217314133
1517.5382697099478,5,27,10.884280956158603,263455.050011731
2343.0257299992195,6,4,20.15149454728209,387648.1552084912
2529.212243424794,6,89,16.92238322801409,293569.06838613003
1120.6302567884427,4,15,9.074890211607569,186555.96639756692
1408.3707436671125,6,30,8.88628328157705,297043.01283338264
980.3839111199496,5,27,16.620317778436814,139338.00914576254
1865.2965827777207,7,6,5.466083332436694,369837.1079484484
2358.7711278979814,7,8,24.513486997991677,361654.2116659521
2751.178526048014,6,38,3.0011403368116585,471997.7584168627
2037.047390209888,5,98,3.742660100041173,265314.6448886342
2814.307772785646,5,42,10.92456295889076,442905.4348875333
1309.9492708925543,2,26,4.424660987716868,200056.1368608061
1148.3087803224223,4,75,14.795300616409282,76579.6325240744
1972.2261505516904,3,88,12.59060082281424,203015.42679234437
2192.0327244696537,2,92,21.932484080685796,155813.21528337663
1983.6526259529533,3,94,28.63712050108189,88330.44109703426
966.2789499800616,5,97,22.853198957434653,5379.458560316281
1955.4399802436055,7,32,6.204011223537526,344976.7444428466
1347.7652497475733,2,90,28.13011727846769,10345.606000941623
2334.836274415019,6,55,12.37186954403895,344207.033437991
2183.299123048424,6,1,14.751491466880474,353553.651880943
1530.0601068363223,3,13,13.22571088374843,202542.8010142872
1743.0665413316533,5,12,9.13586367534385,318731.36225993827
1470.3932390555242,7,23,26.956284346127035,209911.48607313455
1968.660451363414,3,68,10.634927111001868,254161.8083019408
2477.571160250619,7,33,17.779297620706846,385172.9286396736
1507.136976832228,4,86,7.960973946855576,212316.82060418924
2252.023257758922,7,18,24.123885868335236,346145.65699613205
1734.8711908137795,6,29,23.45176112634641,224193.5245235071
1603.563583868828,2,48,9.593052014964275,186428.31369931024
1946.484820022721,2,42,20.765068121160155,161185.86334581103
1482.378838790313,2,15,21.412332459753543,134171.46079482383
1723.1753473264089,7,51,17.312831067038218,269511.6313683024
1401.061053705576,6,97,18.417353085878435,153305.78278841602
2982.3625664581946,7,48,17.65918451043308,442855.2179599399
2017.6317759858644,5,10,3.374067715850523,430452.2363690797
1650.137246003707,6,77,20.437694996699765,184887.95705395157
2106.989955367111,6,46,14.623475285322046,283363.2360355934
1943.8359751545847,7,78,13.715261135700992,309264.4344348528
1889.5152002333884,7,34,25.939977344672226,271869.9393886407
2307.0833500217127,2,70,1.6735746903724136,312328.4054704998
2378.7538550236527,6,28,8.2881326208039,398073.99732769286
1734.7494261947363,2,53,4.520701495439644,232475.83677254108
1712.09087967766,5,85,2.0248902936820468,294069.5054031914
1862.474151424178,4,22,8.994632932602478,296430.6167974173
849.0394176322077,2,23,29.66581191104565,-33373.81864661559
1242.4044689007235,7,98,8.83664602301964,115110.358556255
2683.4371337222624,3,9,20.24746877407737,359969.41740072024
2822.4838567506417,4,60,4.430667811180923,401500.9686314895
1875.4819802218108,5,7,18.453581271369668,280060.1363285073
2288.2784815278837,7,47,29.549963011011087,272310.4047138591
2155.625077271768,4,75,9.463288180353494,263409.14100506576
3539.440404227619,7,92,25.594192874891903,435639.613593958
2559.787455717288,2,28,29.929570030629527,232822.76100611425
1936.0412042596167,7,86,18.068068572901577,269590.55754409137
1522.229779699787,5,25,9.972631912413023,264944.1832556346
1196.7768398712135,3,36,20.53240653707553,76694.71683908094
2101.731817933612,2,95,25.500597981789944,111322.08825375188
1621.8246273578484,2,51,5.969157045897371,210010.3469635779
1288.873145201163,5,37,14.122957151402144,206766.2333318741
1676.7135578787368,5,5,10.256443593591388,315967.64291213604
1459.2259981928023,4,7,9.217410911909017,225738.66835377068
